Date, Open, High, Low, Close
12/31/99, 1469.25, 1472.42, 1463.41, 1469.25
12/30/99, 1464.47, 1473.13, 1462.60, 1464.47
12/29/99, 1463.46, 1465.98, 1457.66, 1463.46
12/28/99, 1457.66, 1462.68, 1452.74, 1457.66
12/27/99, 1457.10, 1463.14, 1450.73, 1457.10
12/23/99, 1458.34, 1461.44, 1436.13, 1458.34
12/22/99, 1436.13, 1440.22, 1429.18, 1436.13
12/21/99, 1433.43, 1436.45, 1414.87, 1433.43
12/20/99, 1418.09, 1429.21, 1410.97, 1418.09
12/17/99, 1421.03, 1431.13, 1418.78, 1421.03
12/16/99, 1418.78, 1421.88, 1408.36, 1418.78
12/15/99, 1413.32, 1417.40, 1396.20, 1413.32
12/14/99, 1403.17, 1418.36, 1401.59, 1403.17
12/13/99, 1415.22, 1421.51, 1410.12, 1415.22
12/10/99, 1417.04, 1421.58, 1405.57, 1417.04
12/09/99, 1408.11, 1408.11, 1408.11, 1408.11
12/08/99, 1403.88, 1415.65, 1403.80, 1403.88
12/07/99, 1409.17, 1426.60, 1409.17, 1409.17
12/06/99, 1423.33, 1434.19, 1418.25, 1423.33
12/03/99, 1433.30, 1447.54, 1409.04, 1433.30
12/02/99, 1409.04, 1409.04, 1397.72, 1409.04
12/01/99, 1397.72, 1400.02, 1387.48, 1397.72
11/30/99, 1388.91, 1410.59, 1386.95, 1388.91
11/29/99, 1407.83, 1416.62, 1404.16, 1407.83
11/26/99, 1416.62, 1425.25, 1416.14, 1416.62
11/24/99, 1417.08, 1419.68, 1399.18, 1417.08
11/23/99, 1404.64, 1423.91, 1402.20, 1404.64
11/22/99, 1420.94, 1425.00, 1412.40, 1420.94
11/19/99, 1422.00, 1424.94, 1417.54, 1422.00
11/18/99, 1424.94, 1425.31, 1410.71, 1424.94
11/17/99, 1410.71, 1423.44, 1410.52, 1410.71
11/16/99, 1420.07, 1420.36, 1394.39, 1420.07
11/15/99, 1394.39, 1398.58, 1392.28, 1394.39
11/12/99, 1396.06, 1396.12, 1368.54, 1396.06
11/11/99, 1381.46, 1382.12, 1372.19, 1381.46
11/10/99, 1373.46, 1379.18, 1359.98, 1373.46
11/09/99, 1365.28, 1383.81, 1361.45, 1365.28
11/08/99, 1377.01, 1380.78, 1365.87, 1377.01
11/05/99, 1370.23, 1387.48, 1362.64, 1370.23
11/04/99, 1362.64, 1369.41, 1354.93, 1362.64
11/03/99, 1354.93, 1360.33, 1347.74, 1354.93
11/02/99, 1347.74, 1369.32, 1346.41, 1347.74
11/01/99, 1354.12, 1367.30, 1354.05, 1354.12
10/29/99, 1362.93, 1373.17, 1342.44, 1362.93
10/28/99, 1342.44, 1342.47, 1296.71, 1342.44
10/27/99, 1296.71, 1299.39, 1280.48, 1296.71
10/26/99, 1281.91, 1303.46, 1281.86, 1281.91
10/25/99, 1293.63, 1301.68, 1286.07, 1293.63
10/22/99, 1301.65, 1308.81, 1283.61, 1301.65
10/21/99, 1283.61, 1289.43, 1265.61, 1283.61
10/20/99, 1289.43, 1289.44, 1261.32, 1289.43
10/19/99, 1261.32, 1279.32, 1254.13, 1261.32
10/18/99, 1254.13, 1254.15, 1233.70, 1254.13
10/15/99, 1247.41, 1283.42, 1245.44, 1247.41
10/14/99, 1283.42, 1289.63, 1267.62, 1283.42
10/13/99, 1285.55, 1313.04, 1282.80, 1285.55
10/12/99, 1313.04, 1335.21, 1311.80, 1313.04
10/11/99, 1335.21, 1344.26, 1324.40, 1335.21
10/08/99, 1336.02, 1336.61, 1311.88, 1336.02
10/07/99, 1317.64, 1328.05, 1314.13, 1317.64
10/06/99, 1325.40, 1325.46, 1300.38, 1325.40
10/05/99, 1301.35, 1316.41, 1286.44, 1301.35
10/04/99, 1304.60, 1304.60, 1282.81, 1304.60
10/01/99, 1282.81, 1283.17, 1265.78, 1282.81
09/30/99, 1282.71, 1291.31, 1268.37, 1282.71
09/29/99, 1268.37, 1288.83, 1268.16, 1268.37
09/28/99, 1282.20, 1285.55, 1256.26, 1282.20
09/27/99, 1283.31, 1295.03, 1277.36, 1283.31
09/24/99, 1277.36, 1281.17, 1263.84, 1277.36
09/23/99, 1280.41, 1315.25, 1277.30, 1280.41
09/22/99, 1310.51, 1316.18, 1297.81, 1310.51
09/21/99, 1307.58, 1335.53, 1301.97, 1307.58
09/20/99, 1335.53, 1338.38, 1330.61, 1335.53
09/17/99, 1335.42, 1337.59, 1318.48, 1335.42
09/16/99, 1318.48, 1322.51, 1299.97, 1318.48
09/15/99, 1317.97, 1347.21, 1317.97, 1317.97
09/14/99, 1336.29, 1344.18, 1330.61, 1336.29
09/13/99, 1344.13, 1351.66, 1341.72, 1344.13
09/10/99, 1351.66, 1357.71, 1346.08, 1351.66
09/09/99, 1347.66, 1347.66, 1333.94, 1347.66
09/08/99, 1344.15, 1355.18, 1337.37, 1344.15
09/07/99, 1350.45, 1361.35, 1349.56, 1350.45
09/03/99, 1357.24, 1357.74, 1319.11, 1357.24
09/02/99, 1319.11, 1331.07, 1304.88, 1319.11
09/01/99, 1331.07, 1331.18, 1320.39, 1331.07
08/31/99, 1320.41, 1333.27, 1306.96, 1320.41
08/30/99, 1324.02, 1350.70, 1322.80, 1324.02
08/27/99, 1348.27, 1365.63, 1347.35, 1348.27
08/26/99, 1362.01, 1381.79, 1361.53, 1362.01
08/25/99, 1381.79, 1382.84, 1359.20, 1381.79
08/24/99, 1363.50, 1373.32, 1353.63, 1363.50
08/23/99, 1360.22, 1360.24, 1336.61, 1360.22
08/20/99, 1336.61, 1336.61, 1323.59, 1336.61
08/19/99, 1323.59, 1332.84, 1315.35, 1323.59
08/18/99, 1332.84, 1344.16, 1332.13, 1332.84
08/17/99, 1344.16, 1344.16, 1328.76, 1344.16
08/16/99, 1330.77, 1331.05, 1320.51, 1330.77
08/13/99, 1327.68, 1327.72, 1298.16, 1327.68
08/12/99, 1298.16, 1313.59, 1298.10, 1298.16
08/11/99, 1301.93, 1301.94, 1281.43, 1301.93
08/10/99, 1281.43, 1298.62, 1267.73, 1281.43
08/09/99, 1297.80, 1306.68, 1295.99, 1297.80
08/06/99, 1300.29, 1316.74, 1293.19, 1300.29
08/05/99, 1313.71, 1313.71, 1287.23, 1313.71
