Date, Open, High, Low, Close
12/31/12, 1402.43, 1426.74, 1398.11, 1426.19
12/28/12, 1418.10, 1418.10, 1401.58, 1402.43
12/27/12, 1419.83, 1422.80, 1401.80, 1418.10
12/26/12, 1426.66, 1429.42, 1416.43, 1419.83
12/24/12, 1430.15, 1430.15, 1424.66, 1426.66
12/21/12, 1443.67, 1443.67, 1422.58, 1430.15
12/20/12, 1435.81, 1443.70, 1432.82, 1443.69
12/19/12, 1446.79, 1447.75, 1435.80, 1435.81
12/18/12, 1430.47, 1448.00, 1430.47, 1446.79
12/17/12, 1413.54, 1430.67, 1413.54, 1430.36
12/14/12, 1419.45, 1419.45, 1411.88, 1413.58
12/13/12, 1428.48, 1431.36, 1416.00, 1419.45
12/12/12, 1427.84, 1438.59, 1426.76, 1428.48
12/11/12, 1418.55, 1434.27, 1418.55, 1427.84
12/10/12, 1418.07, 1421.64, 1415.64, 1418.55
12/07/12, 1413.95, 1420.34, 1410.90, 1418.07
12/06/12, 1409.43, 1413.95, 1405.93, 1413.94
12/05/12, 1407.05, 1415.56, 1398.23, 1409.28
12/04/12, 1409.46, 1413.14, 1403.65, 1407.05
12/03/12, 1416.34, 1423.73, 1408.46, 1409.46
11/30/12, 1415.95, 1418.86, 1411.63, 1416.18
11/29/12, 1409.96, 1419.70, 1409.04, 1415.95
11/28/12, 1398.77, 1410.31, 1385.43, 1409.93
11/27/12, 1406.29, 1409.01, 1398.03, 1398.94
11/26/12, 1409.15, 1409.15, 1397.68, 1406.29
11/23/12, 1391.03, 1409.16, 1391.03, 1409.15
11/21/12, 1387.79, 1391.25, 1386.39, 1391.03
11/20/12, 1386.82, 1389.77, 1377.04, 1387.81
11/19/12, 1359.88, 1386.89, 1359.88, 1386.89
11/16/12, 1353.36, 1362.03, 1343.35, 1359.88
11/15/12, 1355.41, 1360.62, 1348.05, 1353.33
11/14/12, 1374.64, 1380.13, 1352.50, 1355.49
11/13/12, 1380.03, 1388.81, 1371.39, 1374.53
11/12/12, 1379.86, 1384.87, 1377.19, 1380.03
11/09/12, 1377.55, 1391.39, 1373.03, 1379.85
11/08/12, 1394.53, 1401.23, 1377.51, 1377.51
11/07/12, 1428.27, 1428.27, 1388.14, 1394.53
11/06/12, 1417.26, 1433.38, 1417.26, 1428.39
11/05/12, 1414.02, 1419.90, 1408.13, 1417.26
11/02/12, 1427.59, 1434.27, 1412.91, 1414.20
11/01/12, 1410.99, 1427.59, 1427.59, 1427.59
10/31/12, 1410.99, 1418.76, 1405.95, 1412.16
10/26/12, 1412.97, 1417.09, 1403.28, 1411.94
10/25/12, 1409.74, 1421.12, 1405.14, 1412.97
10/24/12, 1413.20, 1420.04, 1407.10, 1408.75
10/23/12, 1433.74, 1433.74, 1407.56, 1413.11
10/22/12, 1433.21, 1435.46, 1422.06, 1433.82
10/19/12, 1457.34, 1457.34, 1429.85, 1433.19
10/18/12, 1460.94, 1464.02, 1452.63, 1457.34
10/17/12, 1454.22, 1462.20, 1453.35, 1460.91
10/16/12, 1440.31, 1455.51, 1440.31, 1454.92
10/15/12, 1428.75, 1441.31, 1427.24, 1440.13
10/12/12, 1432.84, 1438.43, 1425.53, 1428.59
10/11/12, 1432.82, 1443.90, 1432.82, 1432.84
10/10/12, 1441.48, 1442.52, 1430.64, 1432.56
10/09/12, 1455.90, 1455.90, 1441.18, 1441.48
10/08/12, 1460.93, 1460.93, 1453.10, 1455.88
10/05/12, 1461.40, 1470.96, 1456.89, 1460.93
10/04/12, 1451.08, 1463.14, 1451.08, 1461.40
10/03/12, 1446.05, 1454.30, 1441.99, 1450.99
10/02/12, 1444.99, 1451.52, 1439.01, 1445.75
10/01/12, 1440.90, 1457.14, 1440.90, 1444.49
09/28/12, 1447.13, 1447.13, 1435.60, 1440.67
09/27/12, 1433.36, 1450.20, 1433.36, 1447.15
09/26/12, 1441.60, 1441.60, 1430.53, 1433.32
09/25/12, 1456.94, 1463.24, 1441.59, 1441.59
09/24/12, 1459.76, 1460.72, 1452.06, 1456.89
09/21/12, 1460.34, 1467.07, 1459.51, 1460.15
09/20/12, 1461.05, 1461.23, 1449.98, 1460.26
09/19/12, 1459.50, 1465.15, 1457.88, 1461.05
09/18/12, 1461.19, 1461.47, 1456.13, 1459.32
09/17/12, 1465.42, 1465.63, 1457.55, 1461.19
09/14/12, 1460.07, 1474.51, 1460.07, 1465.77
09/13/12, 1436.56, 1463.76, 1435.34, 1459.99
09/12/12, 1433.56, 1439.15, 1432.99, 1436.56
09/11/12, 1429.13, 1437.76, 1429.13, 1433.56
09/10/12, 1437.92, 1438.74, 1428.98, 1429.08
09/07/12, 1432.12, 1437.92, 1431.45, 1437.92
09/06/12, 1403.74, 1432.12, 1403.74, 1432.12
09/05/12, 1404.94, 1408.81, 1401.25, 1403.44
09/04/12, 1406.54, 1409.31, 1396.56, 1404.94
08/31/12, 1400.07, 1413.09, 1398.96, 1406.58
08/30/12, 1410.08, 1410.08, 1397.01, 1399.48
08/29/12, 1409.32, 1413.95, 1406.57, 1410.49
08/28/12, 1410.44, 1413.63, 1405.59, 1409.30
08/27/12, 1411.13, 1416.17, 1409.11, 1410.44
08/24/12, 1401.99, 1413.46, 1398.04, 1411.13
08/23/12, 1413.49, 1413.49, 1400.50, 1402.08
08/22/12, 1413.09, 1416.12, 1406.78, 1413.49
08/21/12, 1418.13, 1426.68, 1410.86, 1413.17
08/20/12, 1417.85, 1418.13, 1412.12, 1418.13
08/17/12, 1415.84, 1418.71, 1414.67, 1418.16
08/16/12, 1405.57, 1417.44, 1404.15, 1415.51
08/15/12, 1403.89, 1407.73, 1401.83, 1405.53
08/14/12, 1404.36, 1410.03, 1400.60, 1403.93
08/13/12, 1405.87, 1405.87, 1397.32, 1404.11
08/10/12, 1402.58, 1405.98, 1395.62, 1405.87
08/09/12, 1402.26, 1405.95, 1398.80, 1402.80
08/08/12, 1401.23, 1404.14, 1396.13, 1402.22
08/07/12, 1394.46, 1407.14, 1394.46, 1401.35
08/06/12, 1391.04, 1399.63, 1391.04, 1394.23
08/03/12, 1365.45, 1394.16, 1365.45, 1390.99
08/02/12, 1375.13, 1375.13, 1354.65, 1365.00
08/01/12, 1379.32, 1385.03, 1373.35, 1375.14
07/31/12, 1385.27, 1387.16, 1379.17, 1379.32
07/30/12, 1385.94, 1391.74, 1381.37, 1385.30
07/27/12, 1360.05, 1389.19, 1360.05, 1385.97
07/26/12, 1338.17, 1363.13, 1338.17, 1360.02
07/25/12, 1338.35, 1343.98, 1331.50, 1337.89
07/24/12, 1350.52, 1351.53, 1329.24, 1338.31
07/23/12, 1362.34, 1362.34, 1337.56, 1350.52
07/20/12, 1376.51, 1376.51, 1362.19, 1362.66
07/19/12, 1373.01, 1380.39, 1371.21, 1376.51
07/18/12, 1363.58, 1375.26, 1358.96, 1372.78
07/17/12, 1353.68, 1365.36, 1345.07, 1363.67
07/16/12, 1356.50, 1357.26, 1348.51, 1353.64
07/13/12, 1334.81, 1357.70, 1334.81, 1356.78
07/12/12, 1341.29, 1341.29, 1325.41, 1334.76
07/11/12, 1341.40, 1345.00, 1333.25, 1341.45
07/10/12, 1352.96, 1361.54, 1336.27, 1341.47
07/09/12, 1354.66, 1354.87, 1346.65, 1352.46
07/06/12, 1367.09, 1367.09, 1348.03, 1354.68
07/05/12, 1373.72, 1373.85, 1363.02, 1367.58
07/03/12, 1365.75, 1374.81, 1363.53, 1374.02
07/02/12, 1362.33, 1366.35, 1355.70, 1365.51
06/29/12, 1330.12, 1362.17, 1330.12, 1362.16
06/28/12, 1331.52, 1331.52, 1313.29, 1329.04
06/27/12, 1320.71, 1334.40, 1320.71, 1331.85
06/26/12, 1314.09, 1324.24, 1310.30, 1319.99
06/25/12, 1334.90, 1334.90, 1309.27, 1313.72
06/22/12, 1325.92, 1337.82, 1325.92, 1335.02
06/21/12, 1355.43, 1358.27, 1324.41, 1325.51
06/20/12, 1358.04, 1361.57, 1346.45, 1355.69
06/19/12, 1344.83, 1363.46, 1344.83, 1357.98
06/18/12, 1342.42, 1348.22, 1334.46, 1344.78
06/15/12, 1329.19, 1343.32, 1329.19, 1342.84
06/14/12, 1314.88, 1333.68, 1314.14, 1329.10
06/13/12, 1324.02, 1327.28, 1310.51, 1314.88
06/12/12, 1309.40, 1324.31, 1306.62, 1324.18
06/11/12, 1325.72, 1335.52, 1307.73, 1308.93
06/08/12, 1314.99, 1325.81, 1307.77, 1325.66
06/07/12, 1316.15, 1329.05, 1312.68, 1314.99
06/06/12, 1285.61, 1315.13, 1285.61, 1315.13
06/05/12, 1277.82, 1287.62, 1274.16, 1285.50
06/04/12, 1278.29, 1282.55, 1266.74, 1278.18
06/01/12, 1309.87, 1309.87, 1277.25, 1278.04
05/31/12, 1313.09, 1319.74, 1298.90, 1310.33
05/30/12, 1331.25, 1331.25, 1310.76, 1313.32
05/29/12, 1318.90, 1334.93, 1318.90, 1332.42
05/25/12, 1320.81, 1324.20, 1314.23, 1317.82
05/24/12, 1318.72, 1324.14, 1310.50, 1320.68
05/23/12, 1316.02, 1320.71, 1296.53, 1318.86
05/22/12, 1316.09, 1328.49, 1310.04, 1316.63
05/21/12, 1295.73, 1316.39, 1295.73, 1315.99
05/18/12, 1305.05, 1312.24, 1291.98, 1295.22
05/17/12, 1324.82, 1326.36, 1304.86, 1304.86
05/16/12, 1330.78, 1341.78, 1324.79, 1324.80
05/15/12, 1338.36, 1344.94, 1328.41, 1330.66
05/14/12, 1351.93, 1351.93, 1336.61, 1338.35
05/11/12, 1358.11, 1365.66, 1348.89, 1353.39
05/10/12, 1354.58, 1365.88, 1354.58, 1357.99
05/09/12, 1363.20, 1363.73, 1343.13, 1354.58
05/08/12, 1369.16, 1369.16, 1347.75, 1363.72
05/07/12, 1368.79, 1373.91, 1363.94, 1369.58
05/04/12, 1391.51, 1391.51, 1367.96, 1369.10
05/03/12, 1402.32, 1403.07, 1388.71, 1391.57
05/02/12, 1405.50, 1405.50, 1393.92, 1402.31
05/01/12, 1397.86, 1415.32, 1395.73, 1405.82
04/30/12, 1403.26, 1403.26, 1394.00, 1397.91
