Date, Open, High, Low, Close
12/31/98, 1229.23, 1237.18, 1224.96, 1229.23
12/30/98, 1231.93, 1244.93, 1231.20, 1231.93
12/29/98, 1241.81, 1241.86, 1220.78, 1241.81
12/28/98, 1225.49, 1231.58, 1221.17, 1225.49
12/24/98, 1226.27, 1229.72, 1224.85, 1226.27
12/23/98, 1228.54, 1229.89, 1203.57, 1228.54
12/22/98, 1203.57, 1209.22, 1192.72, 1203.57
12/21/98, 1202.84, 1210.88, 1188.03, 1202.84
12/18/98, 1188.03, 1188.89, 1178.27, 1188.03
12/17/98, 1179.98, 1180.03, 1161.94, 1179.98
12/16/98, 1161.94, 1166.29, 1154.69, 1161.94
12/15/98, 1162.83, 1162.83, 1141.20, 1162.83
12/14/98, 1141.20, 1166.46, 1136.89, 1141.20
12/11/98, 1166.46, 1167.89, 1153.19, 1166.46
12/10/98, 1165.02, 1183.77, 1163.75, 1165.02
12/09/98, 1183.49, 1185.22, 1175.89, 1183.49
12/08/98, 1181.38, 1193.53, 1172.78, 1181.38
12/07/98, 1187.70, 1188.96, 1176.71, 1187.70
12/04/98, 1176.74, 1176.74, 1150.14, 1176.74
12/03/98, 1150.14, 1176.99, 1149.61, 1150.14
12/02/98, 1171.25, 1175.28, 1157.76, 1171.25
12/01/98, 1175.28, 1175.89, 1150.31, 1175.28
11/30/98, 1163.63, 1192.72, 1163.63, 1163.63
11/27/98, 1192.33, 1192.97, 1186.83, 1192.33
11/25/98, 1186.87, 1187.16, 1179.37, 1186.87
11/24/98, 1182.99, 1191.30, 1181.81, 1182.99
11/23/98, 1188.21, 1188.21, 1163.55, 1188.21
11/20/98, 1163.55, 1163.55, 1152.61, 1163.55
11/19/98, 1152.61, 1155.10, 1144.42, 1152.61
11/18/98, 1144.48, 1144.52, 1133.07, 1144.48
11/17/98, 1139.32, 1151.71, 1129.67, 1139.32
11/16/98, 1135.87, 1138.72, 1125.72, 1135.87
11/13/98, 1125.72, 1126.34, 1116.76, 1125.72
11/12/98, 1117.69, 1126.57, 1115.55, 1117.69
11/11/98, 1120.97, 1136.25, 1117.40, 1120.97
11/10/98, 1128.26, 1135.37, 1122.80, 1128.26
11/09/98, 1130.20, 1141.01, 1123.17, 1130.20
11/06/98, 1141.01, 1141.30, 1131.18, 1141.01
11/05/98, 1133.85, 1133.88, 1109.55, 1133.85
11/04/98, 1118.67, 1127.18, 1110.59, 1118.67
11/03/98, 1110.84, 1115.02, 1106.42, 1110.84
11/02/98, 1111.60, 1114.44, 1098.67, 1111.60
10/30/98, 1098.67, 1103.78, 1085.93, 1098.67
10/29/98, 1085.93, 1086.11, 1065.95, 1085.93
10/28/98, 1068.09, 1072.79, 1059.66, 1068.09
10/27/98, 1065.34, 1087.08, 1063.06, 1065.34
10/26/98, 1072.32, 1081.23, 1068.17, 1072.32
10/23/98, 1070.67, 1078.48, 1067.43, 1070.67
10/22/98, 1078.48, 1080.43, 1061.47, 1078.48
10/21/98, 1069.92, 1073.61, 1058.08, 1069.92
10/20/98, 1063.93, 1084.06, 1060.61, 1063.93
10/19/98, 1062.39, 1065.21, 1054.23, 1062.39
10/16/98, 1056.42, 1062.65, 1047.49, 1056.42
10/15/98, 1047.49, 1053.15, 1000.12, 1047.49
10/14/98, 1005.53, 1014.42, 987.80, 1005.53
10/13/98, 994.80, 1000.78, 987.55, 994.80
10/12/98, 997.71, 1010.71, 984.39, 997.71
10/09/98, 984.39, 984.42, 953.04, 984.39
10/08/98, 959.44, 970.68, 923.32, 959.44
10/07/98, 970.68, 995.66, 957.15, 970.68
10/06/98, 984.59, 1008.77, 974.81, 984.59
10/05/98, 988.56, 1002.60, 964.72, 988.56
10/02/98, 1002.60, 1005.42, 971.65, 1002.60
10/01/98, 986.39, 1017.01, 981.25, 986.39
09/30/98, 1017.01, 1049.02, 1015.73, 1017.01
09/29/98, 1049.02, 1056.31, 1039.88, 1049.02
09/28/98, 1048.69, 1061.46, 1042.23, 1048.69
09/25/98, 1044.75, 1051.89, 1028.49, 1044.75
09/24/98, 1042.72, 1066.11, 1033.04, 1042.72
09/23/98, 1066.09, 1066.09, 1029.63, 1066.09
09/22/98, 1029.63, 1033.89, 1021.96, 1029.63
09/21/98, 1023.89, 1026.02, 993.82, 1023.89
09/18/98, 1020.09, 1022.01, 1011.86, 1020.09
09/17/98, 1018.87, 1045.48, 1016.05, 1018.87
09/16/98, 1045.48, 1046.07, 1029.31, 1045.48
09/15/98, 1037.68, 1037.90, 1021.42, 1037.68
09/14/98, 1029.72, 1038.38, 1009.06, 1029.72
09/11/98, 1009.06, 1009.06, 969.71, 1009.06
09/10/98, 980.19, 1006.20, 968.64, 980.19
09/09/98, 1006.20, 1027.72, 1004.56, 1006.20
09/08/98, 1023.46, 1023.46, 973.89, 1023.46
09/04/98, 973.89, 991.41, 956.50, 973.89
09/03/98, 982.26, 990.47, 969.32, 982.26
09/02/98, 990.47, 1013.19, 988.40, 990.47
09/01/98, 994.26, 1000.71, 939.98, 994.26
08/31/98, 957.28, 1033.47, 957.28, 957.28
08/28/98, 1027.14, 1051.80, 1021.04, 1027.14
08/27/98, 1042.59, 1084.19, 1037.61, 1042.59
08/26/98, 1084.19, 1092.85, 1075.91, 1084.19
08/25/98, 1092.85, 1106.64, 1085.53, 1092.85
08/24/98, 1088.14, 1093.82, 1081.24, 1088.14
08/21/98, 1081.24, 1091.60, 1054.92, 1081.24
08/20/98, 1091.60, 1098.79, 1089.55, 1091.60
08/19/98, 1098.06, 1106.32, 1094.93, 1098.06
08/18/98, 1101.20, 1101.72, 1083.67, 1101.20
08/17/98, 1083.67, 1083.67, 1055.08, 1083.67
08/14/98, 1062.75, 1083.92, 1057.22, 1062.75
08/13/98, 1074.91, 1091.50, 1074.91, 1074.91
08/12/98, 1084.22, 1084.70, 1068.98, 1084.22
08/11/98, 1068.98, 1083.14, 1054.00, 1068.98
08/10/98, 1083.14, 1092.82, 1081.76, 1083.14
08/07/98, 1089.45, 1102.54, 1084.72, 1089.45
08/06/98, 1089.63, 1090.95, 1074.94, 1089.63
08/05/98, 1081.43, 1084.80, 1057.35, 1081.43
08/04/98, 1072.12, 1119.73, 1071.82, 1072.12
08/03/98, 1112.44, 1121.79, 1110.39, 1112.44
07/31/98, 1120.67, 1142.97, 1114.30, 1120.67
07/30/98, 1142.95, 1143.07, 1125.21, 1142.95
07/29/98, 1125.21, 1138.56, 1121.98, 1125.21
07/28/98, 1130.24, 1147.27, 1119.44, 1130.24
07/27/98, 1147.27, 1147.27, 1128.19, 1147.27
07/24/98, 1140.80, 1150.14, 1129.11, 1140.80
07/23/98, 1139.75, 1164.35, 1139.75, 1139.75
07/22/98, 1164.08, 1167.67, 1155.20, 1164.08
07/21/98, 1165.07, 1187.37, 1163.05, 1165.07
07/20/98, 1184.10, 1190.58, 1179.19, 1184.10
07/17/98, 1186.75, 1188.10, 1182.42, 1186.75
07/16/98, 1183.99, 1184.02, 1170.40, 1183.99
07/15/98, 1174.81, 1181.48, 1174.73, 1174.81
07/14/98, 1177.58, 1179.76, 1165.19, 1177.58
07/13/98, 1165.19, 1166.98, 1160.21, 1165.19
07/10/98, 1164.33, 1166.93, 1150.88, 1164.33
07/09/98, 1158.56, 1166.38, 1156.03, 1158.56
07/08/98, 1166.38, 1166.89, 1154.66, 1166.38
07/07/98, 1154.66, 1159.81, 1152.85, 1154.66
07/06/98, 1157.33, 1157.33, 1145.03, 1157.33
07/02/98, 1146.42, 1148.56, 1142.99, 1146.42
07/01/98, 1148.56, 1148.56, 1133.84, 1148.56
06/30/98, 1133.84, 1140.80, 1131.98, 1133.84
06/29/98, 1138.49, 1145.15, 1133.20, 1138.49
06/26/98, 1133.20, 1136.83, 1129.28, 1133.20
06/25/98, 1129.28, 1142.04, 1127.60, 1129.28
06/24/98, 1132.88, 1134.40, 1115.10, 1132.88
06/23/98, 1119.49, 1119.49, 1103.21, 1119.49
06/22/98, 1103.21, 1109.01, 1099.42, 1103.21
06/19/98, 1100.65, 1111.25, 1097.10, 1100.65
06/18/98, 1106.37, 1109.36, 1103.71, 1106.37
06/17/98, 1107.11, 1112.87, 1087.58, 1107.11
06/16/98, 1087.59, 1087.59, 1074.67, 1087.59
06/15/98, 1077.01, 1098.84, 1077.01, 1077.01
06/12/98, 1098.84, 1098.84, 1080.83, 1098.84
06/11/98, 1094.58, 1114.20, 1094.28, 1094.58
06/10/98, 1112.28, 1126.00, 1110.27, 1112.28
06/09/98, 1118.41, 1119.92, 1111.31, 1118.41
06/08/98, 1115.72, 1119.70, 1113.31, 1115.72
06/05/98, 1113.86, 1113.88, 1084.28, 1113.86
06/04/98, 1094.83, 1095.93, 1078.10, 1094.83
06/03/98, 1082.73, 1097.43, 1081.09, 1082.73
06/02/98, 1093.22, 1098.71, 1089.67, 1093.22
06/01/98, 1090.98, 1097.85, 1084.22, 1090.98
05/29/98, 1090.82, 1104.16, 1090.82, 1090.82
05/28/98, 1097.60, 1099.73, 1089.06, 1097.60
05/27/98, 1092.23, 1094.44, 1074.39, 1092.23
05/26/98, 1094.02, 1116.79, 1094.01, 1094.02
05/22/98, 1110.47, 1116.89, 1107.99, 1110.47
05/21/98, 1114.64, 1124.45, 1111.94, 1114.64
05/20/98, 1119.06, 1119.08, 1107.51, 1119.06
05/19/98, 1109.52, 1113.50, 1105.82, 1109.52
05/18/98, 1105.82, 1112.44, 1097.99, 1105.82
05/15/98, 1108.73, 1118.66, 1107.11, 1108.73
05/14/98, 1117.37, 1124.03, 1112.43, 1117.37
05/13/98, 1118.86, 1122.22, 1114.93, 1118.86
05/12/98, 1115.79, 1115.96, 1102.78, 1115.79
05/11/98, 1106.64, 1119.13, 1103.72, 1106.64
05/08/98, 1108.14, 1111.42, 1094.53, 1108.14
05/07/98, 1095.14, 1105.58, 1094.59, 1095.14
05/06/98, 1104.92, 1118.39, 1104.64, 1104.92
05/05/98, 1115.50, 1122.07, 1111.16, 1115.50
05/04/98, 1122.07, 1130.52, 1121.00, 1122.07
05/01/98, 1121.00, 1121.02, 1111.75, 1121.00
04/30/98, 1111.75, 1116.97, 1094.63, 1111.75
04/29/98, 1094.63, 1098.24, 1084.65, 1094.63
04/28/98, 1085.11, 1095.94, 1081.49, 1085.11
04/27/98, 1086.54, 1107.90, 1076.70, 1086.54
04/24/98, 1107.90, 1122.81, 1104.77, 1107.90
04/23/98, 1119.58, 1130.54, 1117.49, 1119.58
04/22/98, 1130.54, 1132.98, 1126.29, 1130.54
04/21/98, 1126.67, 1129.65, 1119.54, 1126.67
04/20/98, 1123.65, 1124.88, 1118.43, 1123.65
04/17/98, 1122.72, 1122.72, 1104.95, 1122.72
04/16/98, 1108.17, 1119.32, 1105.27, 1108.17
04/15/98, 1119.32, 1119.90, 1112.24, 1119.32
04/14/98, 1115.75, 1115.95, 1109.48, 1115.75
04/13/98, 1109.69, 1110.75, 1100.60, 1109.69
04/09/98, 1110.67, 1111.45, 1101.65, 1110.67
04/08/98, 1101.65, 1111.60, 1098.21, 1101.65
04/07/98, 1109.54, 1121.38, 1102.44, 1109.54
04/06/98, 1121.38, 1131.99, 1121.37, 1121.38
04/03/98, 1122.70, 1126.36, 1118.12, 1122.70
04/02/98, 1120.01, 1121.01, 1107.89, 1120.01
04/01/98, 1108.15, 1109.19, 1095.29, 1108.15
03/31/98, 1101.75, 1110.13, 1093.55, 1101.75
03/30/98, 1093.55, 1099.10, 1090.02, 1093.55
03/27/98, 1095.44, 1107.18, 1091.14, 1095.44
03/26/98, 1100.80, 1106.28, 1097.00, 1100.80
03/25/98, 1101.93, 1113.07, 1092.84, 1101.93
03/24/98, 1105.65, 1106.75, 1095.55, 1105.65
03/23/98, 1095.55, 1101.16, 1094.25, 1095.55
03/20/98, 1099.16, 1101.04, 1089.39, 1099.16
03/19/98, 1089.74, 1089.74, 1084.30, 1089.74
03/18/98, 1085.52, 1085.52, 1077.77, 1085.52
03/17/98, 1080.45, 1080.52, 1073.29, 1080.45
03/16/98, 1079.27, 1079.46, 1068.61, 1079.27
03/13/98, 1068.61, 1075.86, 1066.57, 1068.61
03/12/98, 1069.92, 1071.87, 1063.54, 1069.92
03/11/98, 1068.47, 1069.18, 1064.22, 1068.47
03/10/98, 1064.25, 1064.59, 1052.31, 1064.25
03/09/98, 1052.31, 1058.55, 1050.02, 1052.31
03/06/98, 1055.69, 1055.69, 1035.05, 1055.69
03/05/98, 1035.05, 1047.33, 1030.87, 1035.05
03/04/98, 1047.33, 1052.02, 1042.74, 1047.33
03/03/98, 1052.02, 1052.02, 1043.41, 1052.02
03/02/98, 1047.70, 1053.98, 1044.70, 1047.70
02/27/98, 1049.34, 1051.66, 1044.40, 1049.34
02/26/98, 1048.67, 1048.68, 1039.85, 1048.67
02/25/98, 1042.90, 1045.79, 1030.56, 1042.90
02/24/98, 1030.56, 1038.73, 1028.89, 1030.56
02/23/98, 1038.14, 1038.68, 1031.76, 1038.14
02/20/98, 1034.21, 1034.21, 1022.69, 1034.21
02/19/98, 1028.28, 1032.93, 1026.62, 1028.28
02/18/98, 1032.08, 1032.08, 1021.70, 1032.08
02/17/98, 1022.76, 1028.02, 1020.09, 1022.76
02/13/98, 1020.09, 1024.14, 1017.71, 1020.09
02/12/98, 1024.14, 1026.30, 1008.55, 1024.14
02/11/98, 1020.01, 1020.71, 1016.38, 1020.01
02/10/98, 1019.01, 1022.15, 1010.71, 1019.01
02/09/98, 1010.74, 1015.33, 1006.28, 1010.74
02/06/98, 1012.46, 1013.07, 1003.36, 1012.46
02/05/98, 1003.54, 1013.51, 1000.27, 1003.54
02/04/98, 1006.90, 1009.52, 999.43, 1006.90
02/03/98, 1006.00, 1006.13, 996.90, 1006.00
02/02/98, 1001.27, 1002.48, 980.28, 1001.27
01/30/98, 980.28, 987.41, 979.63, 980.28
01/29/98, 985.49, 992.65, 975.21, 985.49
01/28/98, 977.46, 978.63, 969.02, 977.46
01/27/98, 969.02, 973.23, 956.26, 969.02
01/26/98, 956.95, 963.04, 954.24, 956.95
01/23/98, 957.59, 966.44, 950.86, 957.59
01/22/98, 963.04, 970.81, 959.49, 963.04
01/21/98, 970.81, 978.60, 963.29, 970.81
01/20/98, 978.60, 978.60, 961.48, 978.60
01/16/98, 961.51, 965.12, 950.73, 961.51
01/15/98, 950.73, 957.94, 950.27, 950.73
01/14/98, 957.94, 958.12, 948.00, 957.94
01/13/98, 952.12, 952.14, 939.21, 952.12
01/12/98, 939.21, 939.25, 912.83, 939.21
01/09/98, 927.69, 956.05, 921.72, 927.69
01/08/98, 956.05, 964.00, 955.04, 956.05
01/07/98, 964.00, 966.58, 952.67, 964.00
01/06/98, 966.58, 977.07, 962.68, 966.58
01/05/98, 977.07, 982.63, 969.00, 977.07
01/02/98, 975.04, 975.04, 965.73, 975.04
